symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
SACH-PA,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Sachem Capital Corp. 7.75% Seri,0.0,15.6,16.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SACH-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -0.28%."
FROPX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Flat Rock Opportunity Fund,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,FROPX has just started to pay dividends.
PMFAX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,PIMCO Flexible Municipal Income,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.0,Payout Ratio falls within the low risk (<35%).,Reflecting a -10.71% cut.,PMFAX has just started to pay dividends.
OCCIO,2025-04-16,2025-04-17,2025-06-09,2025-07-31,"OFS Credit Company, Inc. - 6.12",1.5,24.8,24.8,6.2,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OCCIO started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 77.14%."
OCCIN,2025-04-16,2025-04-17,2025-06-09,2025-07-31,"OFS Credit Company, Inc. - 5.25",1.3,23.8,23.8,5.5,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OCCIN started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.73%."
OCCIM,2025-04-16,2025-04-17,2025-06-09,2025-07-31,"OFS Credit Company, Inc. - 7.87",2.0,24.8,24.8,8.0,0.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,OCCIM has just started to pay dividends.
MNSBP,2025-03-13,2025-03-14,2025-04-21,2025-03-30,"MainStreet Bancshares, Inc. - D",1.9,24.9,24.7,7.6,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MNSBP started paying dividends 6 years ago, but there is no recorded dividend growth in the last 4 years."
XFLT-PA,1998-01-01,1998-01-01,1998-01-01,1998-01-01,XAI Octagon Floating Rate & Alt,1.6,25.2,25.3,6.6,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"XFLT-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -7.70%."
ALTG-PA,2025-01-14,2025-01-15,2025-05-06,2025-01-31,Alta Equipment Group Inc. Depos,2.5,25.7,25.7,9.8,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ALTG-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -8.43%."
HROWM,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Harrow, Inc. - 11.875% Senior N",0.0,26.8,0.0,0.0,0.0,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HROWM started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
HROWL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Harrow, Inc. - 8.625% senior no",0.0,25.4,0.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HROWL started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
NXDT-PA,2025-03-23,2025-03-24,2025-05-08,2025-03-31,NexPoint Diversified Real Estat,1.4,15.4,15.1,9.3,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NXDT-PA started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
NWOEF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,NEW ORIENTAL ED & TECHNOLOGY GP,0.0,0.0,8.8,0.0,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,NWOEF has just started to pay dividends.
TAX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Cambria Tax Aware ETF,0.0,23.0,23.1,0.0,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,TAX has just started to pay dividends.
GNL-PB,2025-04-03,2025-04-04,2025-05-05,2025-04-15,"Global Net Lease, Inc. 6.875% S",1.7,21.6,21.6,8.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GNL-PB started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
GNL-PD,2025-04-03,2025-04-04,2025-05-05,2025-04-15,"Global Net Lease, Inc. 7.50% Se",1.9,23.6,23.4,8.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GNL-PD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
GNL-PE,2025-04-03,2025-04-04,2025-05-05,2025-04-15,"Global Net Lease, Inc. 7.375% S",1.8,22.8,22.9,8.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GNL-PE started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
SSSSL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,SuRo Capital Corp. - 6.00% Note,0.0,24.4,0.0,0.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SSSSL started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
CPPTL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,COPPER PROPERTY CTL PASS THROUG,0.0,12.9,12.9,0.0,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 15.35% increase.,CPPTL has just started to pay dividends.
VFLEX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,The Relative Value Fund - CIA C,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a -0.63% cut.,VFLEX has just started to pay dividends.
ABLLL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Abacus Global Management, Inc. ",0.0,24.4,0.0,0.0,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ABLLL has just started to pay dividends.
HMLPF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Hoegh LNG Partners LP,0.0,0.0,16.9,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,HMLPF has just started to pay dividends.
SYF-PB,2025-02-02,2025-02-03,2025-04-22,2025-02-18,Synchrony Financial Depositary ,2.1,25.0,25.1,8.2,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,SYF-PB has just started to pay dividends.
SYF-PA,2025-02-02,2025-02-03,2025-04-22,2025-02-18,Synchrony Financial Depositary ,1.4,17.6,17.6,7.8,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SYF-PA started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
FTAIN,2025-03-09,2025-03-10,2025-04-23,2025-03-17,FTAI Aviation Ltd. - 8.25% Fixe,2.1,25.2,25.2,8.2,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FTAIN started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.03%."
FTAIM,2025-03-09,2025-03-10,2025-04-23,2025-03-17,FTAI Aviation Ltd. - 9.500% Fix,2.4,25.8,25.9,9.2,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FTAIM started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
NEWTG,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"NewtekOne, Inc. - 8.50% Fixed R",0.0,24.9,0.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -1.13% cut.,NEWTG has just started to pay dividends.
NEWTZ,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"NewtekOne, Inc. - 5.50% Notes D",0.0,24.8,0.0,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NEWTZ started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
PRIF-PI,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 6.12",1.5,23.4,23.5,6.9,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PI started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PH,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 6.00",1.5,25.0,25.0,6.7,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PH started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 6.62",1.7,24.7,24.7,7.1,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PF started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.21%."
PRIF-PD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 7.00",1.8,24.4,24.3,7.8,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PD started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
PRIF-PL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 6.37",1.6,23.6,23.4,7.3,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PL started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -9.14%."
PRIF-PK,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 7.00",1.8,22.8,22.9,9.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PK started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PJ,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Priority Income Fund, Inc. 6.00",0.0,23.1,23.1,0.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRIF-PJ started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
IHICF,2025-03-27,2025-03-28,2025-05-06,2015-12-04,IHI CORPORATION,0.0,0.0,19.5,0.0,32.7,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 4.06% increase.,IHICF has just started to pay dividends.
CGABL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,The Carlyle Group Inc. - 4.625%,0.0,17.4,0.0,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,CGABL has just started to pay dividends.
CICB,1998-01-01,1998-01-01,1998-01-01,1998-01-01,CION Investment Corporation 7.5,0.0,24.9,24.9,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 2.35% increase.,CICB has just started to pay dividends.
CGBDL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Carlyle Secured Lending, Inc. -",0.0,25.7,0.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,CGBDL has just started to pay dividends.
VCRRX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Versus Capital Real Assets Fund,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 9.52% increase.,"VCRRX started paying dividends 8 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 1.49%."
METCL,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Ramaco Resources, Inc. - 9.00% ",0.0,25.6,0.0,0.0,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"METCL started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
METCB,2025-05-29,2025-05-30,2025-05-06,2025-03-14,N/A,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,METCB has never paid dividends.
GECCO,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Great Elm Capital Corp. - 5.875,0.0,25.0,0.0,0.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a -1.09% cut.,GECCO has just started to pay dividends.
GECCH,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Great Elm Capital Corp. - 8.125,0.0,25.0,0.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -13.39% cut.,GECCH has just started to pay dividends.
GECCI,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Great Elm Capital Corp. - 8.50%,0.0,25.2,0.0,0.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -1.13% cut.,GECCI has just started to pay dividends.
TRTN-PE,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Triton International Limited 5.,1.4,19.3,19.4,7.4,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TRTN-PE started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Triton International Limited 6.,1.7,22.6,22.8,7.5,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TRTN-PD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PC,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Triton International Limited 7.,1.8,24.1,24.0,7.7,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TRTN-PC started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PB,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Triton International Limited 8.,2.0,25.1,25.1,8.0,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TRTN-PB started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
ATGPF,2025-03-16,2025-03-17,2025-03-07,2024-03-28,ALTAGAS LTD 5% CUM RED 5 YR RAT,0.6,0.0,13.8,4.1,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ATGPF has just started to pay dividends.
ATGAF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,N/A,0.0,0.0,0.0,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ATGAF started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 7.24%."
PDSKX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Principal Diversified Select Re,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 49.81% increase.,PDSKX has just started to pay dividends.
CCLFX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Cliffwater Corporate Lending Fu,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 0.33% increase.,CCLFX has just started to pay dividends.
EIOAX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Ellington Income Opportunities ,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 85.83% increase.,EIOAX has just started to pay dividends.
OWSCX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,1WS Credit Income Fund,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,OWSCX has just started to pay dividends.
CEDAX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Destra International & Event-Dr,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,1.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 72.58% increase.,CEDAX has just started to pay dividends.
XALCX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,BNY Mellon Alcentra Global Mult,0.0,0.0,0.0,0.0,0.0,MUTUALFUND,2.0,Payout Ratio falls within the low risk (<35%).,Reflecting a -292.50% cut.,XALCX has just started to pay dividends.
LFT-PA,2025-03-31,2025-04-01,2025-05-07,2025-04-15,"Lument Finance Trust, Inc. 7.87",2.0,22.3,22.7,8.6,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LFT-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.48%."
VIASP,2025-03-31,2025-04-01,2025-02-26,2025-04-15,"Via Renewables, Inc. - 8.75% Se",2.9,23.5,24.1,12.2,0.0,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,Reflecting a -3.16% cut.,VIASP has just started to pay dividends.
FCRX,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Crescent Capital BDC, Inc. 5.00",0.0,24.7,24.8,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FCRX started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -7.85%."
BHFAO,2025-03-09,2025-03-10,2025-05-05,2025-03-25,"Brighthouse Financial, Inc. - D",1.7,20.0,20.0,8.4,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BHFAO started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.64%."
BHFAN,2025-03-09,2025-03-10,2025-05-05,2025-03-25,"Brighthouse Financial, Inc. - d",1.3,15.7,15.7,8.6,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BHFAN started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
BHFAM,2025-03-09,2025-03-10,2025-05-05,2025-03-25,"Brighthouse Financial, Inc. - D",1.2,13.9,14.0,8.2,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BHFAM started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
