Symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|lastDividendValue|date|message|ExDividendDate|DividendDate|Earnings Date|payoutdate|buy_date|hist|insight|symbol|dividend|Ex-Dividend Date|Dividend Date
| BHP Group Limited |2.48|49.63|48.92|5.07|65.15|EQUITY||2024-09-13| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-17|2025-03-27|2025-03-06| This is line with previous dividend. | BHP dividend growth is zero. |BHP|1.48|2025-03-07|2025-03-26
| Sanofi |2.04|54.91|55.82|3.65|85.7|EQUITY||2024-05-09| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2024-06-06|2024-05-08| This is line with previous dividend. | SNY dividend growth is zero. |SNY|2.037|2024-05-09|2024-06-05
| Automatic Data Processing  Inc. |6.16|305.43|300.83|2.05|59.85|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2025-04-01|2025-03-13| This is line with previous dividend. |  ADP first paid dividend 43 years ago but dividends are growing only for 24 years. Dividend Growth Rate for last 5 years is 11.10% |ADP|1.54|2025-03-14|2025-03-31
| Bristol-Myers Squibb Company |2.48|58.9|60.02|4.13|59.84|EQUITY||2025-01-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-24|2025-05-01|2025-04-03| This is line with previous dividend. |  BMY first paid dividend 54 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 6.62% |BMY|0.62|2025-04-04|2025-04-30
| Deere & Company |6.48|479.72|465.31|1.39|26.71|EQUITY||2024-12-31| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-14|2025-05-08|2025-03-30| This is line with previous dividend. | DE dividend growth is zero. |DE|1.62|2025-03-31|2025-05-07
| Gilead Sciences  Inc. |3.16|111.16|111.79|2.83|810.53|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2025-03-28|2025-03-13| This is line with previous dividend. |  GILD first paid dividend 11 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 3.04% |GILD|0.79|2025-03-14|2025-03-27
| Lockheed Martin Corporation |13.2|442.28|441.49|2.99|57.15|EQUITY||2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-21|2025-03-28|2025-03-02| This is line with previous dividend. |  LMT first paid dividend 42 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 6.58% |LMT|3.3|2025-03-03|2025-03-27
| Chubb Limited |3.64|298.36|296.44|1.23|15.81|EQUITY||2024-12-13| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-21|2025-04-04|2025-03-13| This is line with previous dividend. | CB dividend growth is zero. |CB|0.91|2025-03-14|2025-04-03
| Nike  Inc. |1.6|65.8|63.29|2.53|51.16|EQUITY||2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-06-25|2025-04-01|2025-03-02| This is line with previous dividend. |  NKE first paid dividend 39 years ago but dividends are growing only for 31 years. Dividend Growth Rate for last 5 years is 10.30% |NKE|0.4|2025-03-03|2025-03-31
| Analog Devices  Inc. |3.96|208.94|201.56|1.96|117.57|EQUITY||2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-20|2025-03-17|2025-03-03| This is line with previous dividend. |  ADI first paid dividend 23 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 9.81% |ADI|0.99|2025-03-04|2025-03-16
| United Parcel Service  Inc. |6.56|111.01|109.66|5.98|96.59|EQUITY||2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-21|2025-03-06|2025-02-17| This is line with previous dividend. |  UPS first paid dividend 27 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 10.18% |UPS|1.64|2025-02-18|2025-03-05
| Starbucks Corporation |2.44|98.85|97.73|2.5|74.84|EQUITY||2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-28|2025-02-28|2025-02-13| This is line with previous dividend. |  SBUX first paid dividend 16 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 8.27% |SBUX|0.61|2025-02-14|2025-02-27
| ICICI Bank Limited |0.24|31.31|31.38|0.76|14.61|EQUITY||2024-08-12| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-25|2024-09-06|2024-08-11| This is line with previous dividend. | IBN dividend growth is zero. |IBN|0.239|2024-08-12|2024-09-05
| Marsh & McLennan Companies  Inc |3.26|243.41|242.39|1.34|37.29|EQUITY||2025-01-30| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-17|2025-05-15|2025-04-02| This is line with previous dividend. |  MMC first paid dividend 43 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 12.36% |MMC|0.815|2025-04-03|2025-05-14
| Medtronic plc. |2.8|88.28|87.63|3.2|85.06|EQUITY||2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-21|2025-04-11|2025-03-27| This is line with previous dividend. |  MDT first paid dividend 44 years ago but dividends are growing only for 20 years. Dividend Growth Rate for last 5 years is 3.83% |MDT|0.7|2025-03-28|2025-04-10
| Marvell Technology  Inc. |0.24|64.86|62.04|0.39|11.01|EQUITY||2025-01-10| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-28|2025-05-01|2025-04-10| This is line with previous dividend. | MRVL dividend growth is zero. |MRVL|0.06|2025-04-11|2025-04-30
| UBS Group AG Registered |0.9|31.91|31.56|2.85|46.05|EQUITY||2024-04-30| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2025-04-17|2025-04-15| This is line with previous dividend. | UBS dividend growth is zero. |UBS|0.7|2025-04-16|2025-04-16
| Micron Technology  Inc. |0.46|91.16|88.44|0.52|11.0|EQUITY||2024-12-30| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-24|2025-04-15|2025-03-30| This is line with previous dividend. | MU dividend growth is zero. |MU|0.115|2025-03-31|2025-04-14
| Prologis  Inc. |4.04|110.75|110.45|3.66|95.76|EQUITY||2025-03-18| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-16|2025-03-31|2025-03-17| This is line with previous dividend. |  PLD first paid dividend 29 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 11.73% |PLD|1.01|2025-03-18|2025-03-30
| Anheuser-Busch Inbev SA Sponsor |1.05|62.14|62.04|1.69|30.5|EQUITY||2024-05-03| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-06|2024-06-07|2025-05-05| This is line with previous dividend. | BUD dividend growth is zero. |BUD|0.872|2025-05-06|2024-06-06
| GE Vernova Inc. |1.0|303.0|302.93|0.33|4.48|EQUITY||2024-12-20| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-01-28|2024-12-19| This is line with previous dividend. | GEV dividend growth is zero. |GEV|0.25|2024-12-20|2025-01-27
| Rio Tinto Plc |4.02|62.34|61.03|6.59|61.51|EQUITY||2025-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-19|2025-04-17|2025-03-06| This is line with previous dividend. |  RIO first paid dividend 36 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 27.12% |RIO|2.25|2025-03-07|2025-04-16
| Lam Research Corporation |0.92|74.81|72.61|1.27|26.14|EQUITY||2025-03-05| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-04-09|2025-03-04| This is line with previous dividend. | LRCX dividend growth is zero. |LRCX|0.23|2025-03-05|2025-04-08
| Apollo Global Management  Inc.  |1.85|142.03|136.96|1.35|24.8|EQUITY||2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-30|2025-02-28|2025-02-17| This is line with previous dividend. |  APO first paid dividend 15 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 3.77% |APO|0.463|2025-02-18|2025-02-27
| Enbridge Inc |2.61|44.36|44.46|5.86|156.41|EQUITY||2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-09|2025-03-01|2025-02-13| This is line with previous dividend. | ENB dividend growth is zero. |ENB|0.651|2025-02-14|2025-02-28
| Infosys Limited |0.5|18.67|18.17|2.74|73.86|EQUITY||2024-10-29| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-17|2024-11-12|2024-10-28| This is line with previous dividend. | INFY dividend growth is zero. |INFY|0.25|2024-10-29|2024-11-11
| L'Air Liquide SA |0.63|38.05|38.07|1.65|50.83|EQUITY||2024-05-16| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-21|2024-06-14|2024-05-15| This is line with previous dividend. | AIQUY dividend growth is zero. |AIQUY|0.681|2024-05-16|2024-06-13
| Toronto Dominion Bank (The) |2.93|60.96|60.29|4.86|87.08|EQUITY||2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-22|2025-04-30|2025-04-09| This is line with previous dividend. | TD dividend growth is zero. |TD|0.724|2025-04-10|2025-04-29
| Equinix  Inc. |18.76|825.31|803.0|2.34|200.47|EQUITY||2025-02-26| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-03-19|2025-02-25| This is line with previous dividend. |  EQIX first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 10.09% |EQIX|4.69|2025-02-26|2025-03-18
| Southern Company (The) |2.88|90.03|91.13|3.16|71.68|EQUITY||2025-02-18| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-01|2025-03-06|2025-02-17| This is line with previous dividend. |  SO first paid dividend 44 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 2.38% |SO|0.72|2025-02-18|2025-03-05
| Altria Group  Inc. |4.08|58.3|58.15|7.02|61.16|EQUITY||2025-03-25| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2025-04-30|2025-03-24| This is line with previous dividend. |  MO first paid dividend 64 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 3.96% |MO|1.02|2025-03-25|2025-04-29
| Intel Corporation |0.5|23.62|22.71|2.24|208.33|EQUITY||2024-08-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-23|2024-09-01|2024-08-06| This is line with previous dividend. | INTC dividend growth is zero. |INTC|0.125|2024-08-07|2024-08-31
| KLA Corporation |6.8|700.0|673.704|1.01|25.46|EQUITY||2025-02-24| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-03-04|2025-02-23| This is line with previous dividend. |  KLAC first paid dividend 21 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 14.87% |KLAC|1.7|2025-02-24|2025-03-03
| Brookfield Corporation |0.36|54.14|51.85|0.69|103.23|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-07|2025-03-31|2025-03-13| This is line with previous dividend. |  BN first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 13.39% |BN|0.09|2025-03-14|2025-03-30
| Moody's Corporation |3.76|468.98|461.38|0.81|30.2|EQUITY||2025-02-25| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-30|2025-03-14|2025-02-24| This is line with previous dividend. |  MCO first paid dividend 26 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 10.91% |MCO|0.94|2025-02-25|2025-03-13
| Elevance Health  Inc. |6.84|431.95|432.0|1.58|25.39|EQUITY||2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-16|2025-03-25|2025-03-09| This is line with previous dividend. |  ELV first paid dividend 15 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 12.47% |ELV|1.71|2025-03-10|2025-03-24
| Compagnie Financiere Richemont  |0.32|17.88|17.92|1.8|49.78|EQUITY||2024-09-20| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-16|2024-10-08|2024-09-19| This is line with previous dividend. | CFRUY dividend growth is zero. |CFRUY|0.323|2024-09-20|2024-10-07
| Intercontinental Exchange Inc. |1.92|176.36|174.71|1.1|37.66|EQUITY||2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-30|2025-03-31|2025-06-12| This is line with previous dividend. |  ICE first paid dividend 13 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 9.86% |ICE|0.48|2025-06-13|2025-03-30
| American Tower Corporation (REI |6.8|214.04|215.56|3.15|118.38|EQUITY||2024-12-27| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-04-28|2025-04-10| This is line with previous dividend. | AMT dividend growth is zero. |AMT|1.62|2025-04-11|2025-04-27
| Trane Technologies plc |3.76|346.6|332.0|1.13|29.6|EQUITY||2024-09-06| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-28|2025-03-31|2025-03-06| This is line with previous dividend. | TT dividend growth is zero. |TT|0.84|2025-03-07|2025-03-30
| Sherwin-Williams Company (The) |3.16|345.65|339.75|0.93|27.11|EQUITY||2025-03-03| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-21|2025-03-14|2025-03-02| This is line with previous dividend. |  SHW first paid dividend 41 years ago but dividends are growing only for 23 years. Dividend Growth Rate for last 5 years is 12.08% |SHW|0.79|2025-03-03|2025-03-13
| RELX PLC PLC |0.8|50.07|50.16|1.59|58.73|EQUITY||2024-08-02| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-13|2025-06-25|2025-05-08| This is line with previous dividend. | RELX dividend growth is zero. |RELX|0.234|2025-05-09|2025-06-24
| Amphenol Corporation |0.66|68.17|66.59|0.99|28.65|EQUITY||2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-04-09|2025-03-17| This is line with previous dividend. |  APH first paid dividend 21 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 21.43% |APH|0.165|2025-03-18|2025-04-08
| Dell Technologies Inc. |2.1|97.1|92.29|2.28|27.9|EQUITY||2025-01-22| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-28|2025-05-02|2025-04-21| This is line with previous dividend. |  DELL first paid dividend 4 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.67% |DELL|0.445|2025-04-22|2025-05-01
| Duke Energy Corporation (Holdin |4.18|117.65|119.41|3.5|72.63|EQUITY||2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-05|2025-03-17|2025-02-13| This is line with previous dividend. |  DUK first paid dividend 43 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 2.03% |DUK|1.045|2025-02-14|2025-03-16
| CME Group Inc. |10.8|261.85|262.22|4.12|107.55|EQUITY||2025-03-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-23|2025-03-26|2025-03-06| This is line with previous dividend. | CME dividend growth is zero. |CME|1.25|2025-03-07|2025-03-25
| Parker-Hannifin Corporation |6.52|626.26|601.43|1.08|26.31|EQUITY||2025-02-07| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-01|2025-03-07|2025-02-06| This is line with previous dividend. |  PH first paid dividend 41 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 13.12% |PH|1.63|2025-02-07|2025-03-06
| British American Tobacco  Indus |3.0|40.4409|40.51|7.4|171.81|EQUITY||2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-13|2026-02-09|2025-06-26| This is line with previous dividend. |  BTI first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 3.37% |BTI|0.749|2025-06-27|2026-02-08
| Waste Management  Inc. |3.3|229.02|227.92|1.45|44.05|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-28|2025-03-28|2025-03-13| This is line with previous dividend. |  WM first paid dividend 28 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 8.65% |WM|0.825|2025-03-14|2025-03-27
| BP p.l.c. |1.92|34.41|33.86|5.67|1316.38|EQUITY||2025-02-21| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-03-28|2025-02-20| This is line with previous dividend. |  BP first paid dividend 64 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 11.10% |BP|0.48|2025-02-21|2025-03-27
| Mondelez International  Inc. |1.88|67.5|67.72|2.78|52.34|EQUITY||2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-28|2025-04-14|2025-03-30| This is line with previous dividend. | MDLZ dividend growth is zero. |MDLZ|0.47|2025-03-31|2025-04-13
| Constellation Energy Corporatio |1.55|209.2|205.39|0.76|11.86|EQUITY||2025-03-07| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-08|2025-03-18|2025-03-06| This is line with previous dividend. |  CEG first paid dividend 4 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 40.13% |CEG|0.388|2025-03-07|2025-03-17
