symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
CLDT-PA,2025-03-30,2025-03-31,2025-05-05,2025-04-15,Chatham Lodging Trust (REIT) 6.,1.66,19.69,19.88,7.97,0.0,EQUITY,0.41406,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CLDT-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -3.78%."
INN-PF,2025-02-13,2025-02-14,2025-04-30,2025-02-28,"Summit Hotel Properties, Inc. 5",1.47,19.29,19.22,7.64,0.0,EQUITY,0.367188,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"INN-PF started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
JBTM,2025-03-09,2025-03-10,2025-05-06,2025-03-24,JBT Marel Corporation,0.4,122.2,124.08,0.32,15.21,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"JBTM started paying dividends 18 years ago, but there is no recorded dividend growth in the last 5 years."
NTTDF,2025-03-27,2025-03-28,2025-05-07,2017-06-21,NTT DATA GROUP CORPORATION,0.17,0.0,20.25,0.83,22.96,EQUITY,0.08340729,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NTTDF started paying dividends 12 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 5.98%."
LBRDP,2025-03-30,2025-03-31,2025-05-06,2025-04-15,Liberty Broadband Corporation -,1.75,24.04,24.05,7.28,0.0,EQUITY,0.438,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LBRDP started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
FGFPP,2025-03-02,2025-03-03,2025-05-19,2025-03-17,Fundamental Global Inc. - 8.00%,2.0,15.7,16.0,12.74,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FGFPP started paying dividends 8 years ago, but there is no recorded dividend growth in the last 5 years."
REXR-PC,2025-03-16,2025-03-17,2025-04-16,2025-03-31,"Rexford Industrial Realty, Inc.",1.41,21.75,21.73,6.47,0.0,EQUITY,0.351563,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"REXR-PC started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
SPNT-PB,2025-02-12,2025-02-13,2025-04-28,2025-02-28,SiriusPoint Ltd. 8.00% Resettab,2.0,25.16,25.24,7.92,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SPNT-PB started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
RITM-PD,2025-04-30,2025-05-01,2025-04-28,2025-05-15,Rithm Capital Corp. 7.00% Fixed,1.75,24.15,24.385,7.18,0.0,EQUITY,0.4375,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RITM-PD started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 11.61%."
RITM-PC,2025-04-30,2025-05-01,2025-04-28,2025-05-15,Rithm Capital Corp. 6.375% Seri,2.36,25.12,25.08,9.42,0.0,EQUITY,0.398438,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RITM-PC started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -0.22%."
RITM-PB,2025-04-30,2025-05-01,2025-04-28,2025-05-15,Rithm Capital Corp. 7.125% Seri,2.53,25.23,25.47,9.92,0.0,EQUITY,0.666046,Payout Ratio falls within the low risk (<35%).,Reflecting a -3.41% cut.,RITM-PB has just started to pay dividends.
RITM-PA,2025-04-30,2025-05-01,2025-04-28,2025-05-15,Rithm Capital Corp. 7.50% Serie,2.57,25.66,25.54,10.05,0.0,EQUITY,0.676396,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.62% cut.,RITM-PA has just started to pay dividends.
PBNAF,2025-02-02,2025-02-03,2025-05-07,2024-09-03,Pembina Pipeline Corp.,1.13,0.0,15.97,7.07,0.0,EQUITY,0.293,Payout Ratio falls within the low risk (<35%).,Reflecting a -0.68% cut.,PBNAF has just started to pay dividends.
PPLAF,2025-02-02,2025-02-03,2025-05-07,2024-09-03,Pembina Pipeline Corp.,1.18,0.0,16.5,7.15,0.0,EQUITY,0.2978355,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PPLAF started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 14.22%."
RC-PE,2025-03-30,2025-03-31,2025-05-06,2025-04-30,Ready Capital Corporation 6.50%,1.63,16.04,15.97,10.18,0.0,EQUITY,0.40625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RC-PE started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 15.83%."
RC-PC,2025-03-30,2025-03-31,2025-05-06,2025-04-15,Ready Capital Corporation 6.25%,1.56,15.69,15.71,9.95,0.0,EQUITY,0.390625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RC-PC started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
MBUMF,2025-06-26,2025-06-27,2025-04-23,2015-03-30,MABUCHI MOTOR CO,0.52,0.0,13.99,3.72,38.39,EQUITY,0.25350234,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,MBUMF has just started to pay dividends.
CODI-PC,2025-01-14,2025-01-15,2025-04-29,2025-01-30,Compass Diversified Holdings 7.,1.97,22.36,22.35,8.81,0.0,EQUITY,0.492188,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CODI-PC started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
GRBK-PA,2025-02-27,2025-02-28,2025-04-29,2025-03-14,"Green Brick Partners, Inc. Depo",1.44,23.39,23.29,6.12,0.0,EQUITY,0.35938,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GRBK-PA started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 0.04%."
AGNCP,2025-03-31,2025-04-01,2025-04-21,2025-04-15,AGNC Investment Corp. - Deposit,1.53,24.8772,25.05,6.11,0.0,EQUITY,0.383,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"AGNCP started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
AGNCO,2025-03-31,2025-04-01,2025-04-21,2025-04-15,AGNC Investment Corp. - Deposit,2.39,24.9924,25.16,9.5,0.0,EQUITY,0.598,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.85% cut.,AGNCO has just started to pay dividends.
AGNCL,2025-03-31,2025-04-01,2025-04-21,2025-04-15,AGNC Investment Corp. - Deposit,1.94,25.6056,25.53,7.59,0.0,EQUITY,0.484,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"AGNCL started paying dividends 4 years ago, but there is no recorded dividend growth in the last 2 years."
CUYTF,2024-09-26,2024-09-27,2025-06-17,2017-10-03,COLRUYT GROUP N.V.,1.54,0.0,44.1,3.5,48.08,EQUITY,1.543,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,CUYTF has just started to pay dividends.
EFC-PD,2025-03-19,2025-03-20,2025-05-05,2025-03-30,Ellington Financial Inc. 7.00% ,1.75,23.75,23.4,7.48,0.0,EQUITY,0.4375,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EFC-PD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
EFC-PC,2025-03-30,2025-03-31,2025-05-05,2025-04-30,Ellington Financial Inc. 8.625%,2.16,24.75,25.04,8.61,0.0,EQUITY,0.539063,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EFC-PC started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
EFC-PB,2025-03-30,2025-03-31,2025-05-05,2025-04-30,Ellington Financial Inc. 6.250%,1.56,22.69,22.9,6.82,0.0,EQUITY,0.390625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EFC-PB started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
EFC-PA,2025-03-30,2025-03-31,2025-05-05,2025-04-30,Ellington Financial Inc. 6.750%,2.44,24.88,24.95,9.58,0.0,EQUITY,0.609031,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.39% cut.,EFC-PA has just started to pay dividends.
PEB-PH,2025-03-30,2025-03-31,2025-05-01,2025-04-15,Pebblebrook Hotel Trust 5.700% ,1.43,16.31,16.58,8.59,0.0,EQUITY,0.35625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PEB-PH started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.64%."
PEB-PG,2025-03-30,2025-03-31,2025-05-01,2025-04-15,Pebblebrook Hotel Trust 6.375% ,1.59,17.71,17.72,8.99,0.0,EQUITY,0.39844,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PEB-PG started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -12.28%."
PMT-PC,2025-02-27,2025-02-28,2025-04-22,2025-03-17,PennyMac Mortgage Investment Tr,1.69,19.6,19.47,8.67,0.0,EQUITY,0.421875,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PMT-PC started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
MITT-PC,2025-02-27,2025-02-28,2025-05-01,2025-03-17,"AG Mortgage Investment Trust, I",2.77,25.0,25.05,11.07,0.0,EQUITY,0.693062,Payout Ratio falls within the low risk (<35%).,Reflecting a -4.62% cut.,MITT-PC has just started to pay dividends.
OXLCN,2025-04-15,2025-04-16,2025-05-12,2025-05-30,Oxford Lane Capital Corp. - 7.1,1.78,24.0,24.06,7.4,0.0,EQUITY,0.148,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OXLCN started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -11.43%."
OXLCP,2025-04-15,2025-04-16,2025-05-12,2025-05-30,Oxford Lane Capital Corp. - 6.2,1.56,24.16,24.1699,6.46,0.0,EQUITY,0.13,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OXLCP started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -12.94%."
ET-PI,2025-02-03,2025-02-04,2025-05-06,2025-02-14,Energy Transfer L.P. Series I F,0.84,11.67,11.5501,7.31,0.0,EQUITY,0.2111,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ET-PI has just started to pay dividends.
PSEC-PA,2025-04-16,2025-04-17,2025-05-06,2025-05-01,Prospect Capital Corporation 5.,1.34,16.33,16.2501,8.36,0.0,EQUITY,0.334375,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PSEC-PA started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
SHO-PI,2025-03-30,2025-03-31,2025-05-06,2025-04-15,"Sunstone Hotel Investors, Inc. ",1.43,18.52,18.81,7.58,0.0,EQUITY,0.35625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SHO-PI started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 4.66%."
SHO-PH,2025-03-30,2025-03-31,2025-05-06,2025-04-15,"Sunstone Hotel Investors, Inc. ",1.53,19.79,20.01,7.65,0.0,EQUITY,0.382813,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SHO-PH started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 24.89%."
CADE-PA,2025-04-29,2025-04-30,2025-04-21,2025-05-07,Cadence Bank 5.50% Series A,1.38,21.61,21.53,6.37,0.0,EQUITY,0.34375,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CADE-PA started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
IDKOF,2025-03-27,2025-03-28,2025-05-12,2019-06-06,"Idemitsu Kosan Co., Ltd.",0.24,0.0,7.35,3.27,38.64,EQUITY,0.120077655,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"IDKOF started paying dividends 12 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 14.47%."
ACR-PD,2025-03-31,2025-04-01,2025-04-29,2025-04-30,ACRES Commercial Realty Corp. 7,1.97,21.3278,21.66,9.09,0.0,EQUITY,0.492188,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ACR-PD started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.87%."
ACR-PC,2025-03-31,2025-04-01,2025-04-29,2025-04-30,ACRES Commercial Realty Corp. 8,2.53,24.6016,24.94,10.16,0.0,EQUITY,0.638368,Payout Ratio falls within the low risk (<35%).,Reflecting a -2.96% cut.,ACR-PC has just started to pay dividends.
SQFTP,2025-03-30,2025-03-31,2025-05-12,2025-04-15,"Presidio Property Trust, Inc. -",2.34,14.5,14.3999,16.16,0.0,EQUITY,0.195,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SQFTP started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
BWBBP,2025-02-13,2025-02-14,2025-04-22,2025-03-04,"Bridgewater Bancshares, Inc. - ",1.47,19.0,19.0,7.73,0.0,EQUITY,0.367,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BWBBP started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
SUNFF,2025-02-25,2025-02-26,2025-05-08,2024-03-28,SUN LIFE FINANCIAL INC 4.35% NO,0.32,0.0,11.8167,2.7,0.0,EQUITY,0.07974593,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SUNFF started paying dividends 7 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -4.31%."
SLFIF,2025-02-25,2025-02-26,2025-05-08,2024-03-28,SUN LIFE FINANCIAL INC CL'A' PR,0.78,0.0,14.4618,5.38,0.0,EQUITY,0.19444813,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SLFIF started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
ABR-PF,2025-04-14,2025-04-15,2025-05-01,2025-04-30,Arbor Realty Trust 6.25% Series,1.56,20.98,21.01,7.44,0.0,EQUITY,0.390625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ABR-PF started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
ABR-PE,2025-04-14,2025-04-15,2025-05-01,2025-04-30,Arbor Realty Trust 6.25% Series,1.56,16.67,16.75,9.33,0.0,EQUITY,0.390625,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ABR-PE started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.31%."
ABR-PD,2025-04-14,2025-04-15,2025-05-01,2025-04-30,Arbor Realty Trust 6.375% Serie,1.59,17.62,17.53,9.09,0.0,EQUITY,0.398438,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ABR-PD started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 11.61%."
BANC-PF,2025-02-18,2025-02-19,2025-04-21,2025-03-03,"Banc of California, Inc. Deposi",1.94,24.95,24.98,7.76,0.0,EQUITY,0.4845,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,BANC-PF has just started to pay dividends.
TDBKF,2025-04-09,2025-04-10,2025-05-22,2024-04-30,TORONTO-DOMINION BANK NON CUM P,0.56,0.0,17.2,3.24,0.0,EQUITY,0.13986899,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TDBKF started paying dividends 6 years ago, but there is no recorded dividend growth in the last 4 years."
ALB-PA,2025-02-13,2025-02-14,2025-04-29,2025-03-03,Albemarle Corporation Depositar,3.62,35.65,35.89,10.08,0.0,EQUITY,0.9062,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ALB-PA has just started to pay dividends.
BFS-PE,2025-03-31,2025-04-01,2025-04-30,2025-04-15,"Saul Centers, Inc. Depositary s",1.5,20.235,20.0725,7.47,0.0,EQUITY,0.375,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BFS-PE started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
EBBGF,2025-02-13,2025-02-14,2025-05-09,2024-12-01,Enbridge Inc.,1.68,0.0,23.55,7.12,0.0,EQUITY,0.41898,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EBBGF started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.03%."
