Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
RMD,ResMed Inc.,0.53,0.53,229.65,236.19,90.0,23.849999999999998,EQUITY,2.02,0.008795994,2.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-19,2025-02-13,2025-04-23,2025-03-20,2025-02-12,This is line with previous dividend., RMD first paid dividend 14 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 7.97%
VMC,Vulcan Materials Company (Holdi,0.49,0.46,251.56,249.79,78.0,26.63,EQUITY,1.84,0.007314359,1.96,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-23,2025-03-10,2025-04-30,2025-03-24,2025-03-09,Reflecting a 6.521739130434767% increase., VMC first paid dividend 38 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 6.23%
SLF,Sun Life Financial Inc.,0.5875,0.603,55.13,55.34,426.99999999999994,61.6,EQUITY,3.24,0.05877018,2.35,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-30,2025-02-26,2025-05-08,2025-03-31,2025-02-25,Reflecting a 0.9742951907131012% cut., SLF first paid dividend 25 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 6.66%
HSY,The Hershey Company,1.37,1.37,177.84,178.65,307.0,50.18,EQUITY,5.48,0.030814216,5.48,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-13,2025-02-14,2025-05-01,2025-03-14,2025-02-13,This is line with previous dividend., HSY first paid dividend 41 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
DB,Deutsche Bank AG,0.1775,0.489,20.6,21.39,343.0,23.669999999999998,EQUITY,0.68,0.033009708,0.71,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-05-20,2025-05-23,2025-03-13,2024-05-21,2025-05-22,Reflecting a 0.36298568507157464% cut., DB first paid dividend 18 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 32.13%
FERG,Ferguson Enterprises Inc.,0.8,0.83,171.97,174.41,183.0,37.939999,EQUITY,3.2,0.018607898,3.2,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-05,2024-12-20,2025-03-11,2025-02-06,2024-12-19,Reflecting a 0.9638554216867471% cut., FERG first paid dividend 12 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 5.20%
GIS,"General Mills, Inc.",0.6,0.6,61.34,61.59,390.0,51.739999999999995,EQUITY,2.38,0.03880013,2.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-04-30,2025-04-10,2025-03-18,2025-05-01,2025-04-09,This is line with previous dividend., GIS first paid dividend 43 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 5.57%
OWL,Blue Owl Capital Inc.,0.18,0.18,21.77,21.26,339.0,340.0,EQUITY,0.72,0.033073038,0.72,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-27,2025-02-27,2025-02-06,2025-02-28,2025-02-26,This is line with previous dividend., OWL first paid dividend 5 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 45.65%
CCEP,Coca-Cola Europacific Partners ,0.5225,1.34,87.2,87.55,239.0,63.959999999999994,EQUITY,1.97,0.022591744,2.09,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-02,2024-11-15,2025-02-14,2024-12-03,2024-11-14,Reflecting a 0.3899253731343283% cut., CCEP first paid dividend 38 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 69.62%
LVS,Las Vegas Sands Corp.,0.25,0.25,45.11,44.36,225.0,40.82,EQUITY,0.85,0.01884283,1.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-18,2025-02-10,2025-04-15,2025-02-19,2025-02-09,This is line with previous dividend., LVS first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 25.00%
GEHC,GE HealthCare Technologies Inc.,0.035,0.035,90.57,90.81,15.0,2.76,EQUITY,0.125,0.001380148,0.14,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-13,2025-01-14,2025-04-30,2025-02-14,2025-01-13,This is line with previous dividend., GEHC first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 16.67%
LEN,Lennar Corporation,0.5,0.5,119.81,124.32,161.0,13.98,EQUITY,2.0,0.016693098,2.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-11,2025-01-29,2025-03-11,2025-02-12,2025-01-28,This is line with previous dividend., LEN first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 3.30%
VALE,VALE S.A.,0.345,0.087,9.97,9.89,1382.0,69.58,EQUITY,0.0,0.0,1.38,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-20,2025-03-10,2025-04-22,2025-03-21,2025-03-09,Reflecting a 296.55172413793105% increase., VALE first paid dividend 23 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -84.24%
STLA,Stellantis N.V.,0.415,1.652,13.97,14.03,1190.0,35.63,EQUITY,1.55,0.110952035,1.66,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-05-02,2024-04-22,2025-02-26,2024-05-03,2024-04-21,Reflecting a 0.25121065375302665% cut., STLA first paid dividend 6 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 94.26%
SYY,Sysco Corporation,0.51,0.51,73.65,74.44,274.0,52.05,EQUITY,2.03,0.027562795,2.04,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-23,2025-01-03,2025-04-28,2025-01-24,2025-01-02,This is line with previous dividend., SYY first paid dividend 39 years ago but dividends are growing only for 35 years. Dividend Growth Rate for last 5 years is 2.53%
OTIS,Otis Worldwide Corporation,0.39,0.39,98.68,100.05,156.0,37.1,EQUITY,1.51,0.015301986,1.56,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-06,2025-02-14,2025-04-22,2025-03-07,2025-02-13,This is line with previous dividend., OTIS first paid dividend 6 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 12.91%
IR,Ingersoll Rand Inc.,0.02,0.02,82.93,83.39,10.0,3.88,EQUITY,0.08,0.000964669,0.08,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-26,2025-03-05,2025-04-30,2025-03-27,2025-03-04,This is line with previous dividend., IR first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
KHC,The Kraft Heinz Company,0.4,0.4,31.36,31.73,509.99999999999994,70.8,EQUITY,1.6,0.051020406,1.6,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-27,2025-03-07,2025-04-29,2025-03-28,2025-03-06,This is line with previous dividend., KHC first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
YUM,"Yum! Brands, Inc.",0.71,0.71,150.23,154.15,184.0,51.339999999999996,EQUITY,2.72,0.018105572,2.84,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-06,2025-02-21,2025-04-29,2025-03-07,2025-02-20,This is line with previous dividend., YUM first paid dividend 22 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 8.60%
CTSH,Cognizant Technology Solutions ,0.31,0.31,84.55,84.84,146.0,26.610001999999998,EQUITY,1.21,0.014311058,1.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-25,2025-02-18,2025-04-29,2025-02-26,2025-02-17,This is line with previous dividend., CTSH first paid dividend 9 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 7.10%
DAL,"Delta Air Lines, Inc.",0.15,0.15,61.49,61.79,97.0,9.379999999999999,EQUITY,0.55,0.008944544,0.6,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-19,2025-02-27,2025-04-08,2025-03-20,2025-02-26,This is line with previous dividend., DAL first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 50.00%
EXC,Exelon Corporation,0.4,0.4,43.35,44.04,363.0,62.03999999999999,EQUITY,1.52,0.035063438,1.6,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-13,2025-02-24,2025-04-30,2025-03-14,2025-02-23,This is line with previous dividend., EXC first paid dividend 53 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 10.00%
EA,Electronic Arts Inc.,0.19,0.19,134.05,131.73,57.99999999999999,19.34,EQUITY,0.76,0.0056695263,0.76,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-18,2025-02-26,2025-05-06,2025-03-19,2025-02-25,This is line with previous dividend., EA first paid dividend 5 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 3.78%
CTVA,"Corteva, Inc.",0.17,0.17,62.61,62.98,109.00000000000001,54.1,EQUITY,0.67,0.0107011665,0.68,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-16,2025-03-03,2025-04-29,2025-03-17,2025-03-02,This is line with previous dividend., CTVA first paid dividend 6 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 6.94%
XEL,Xcel Energy Inc.,0.5475,0.548,70.78,70.45,311.0,63.660000000000004,EQUITY,2.19,0.030940944,2.19,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-19,2025-01-06,2025-04-23,2025-01-20,2025-01-05,Reflecting a 0.9990875912408758% cut., XEL first paid dividend 42 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 4.97%
ODFL,"Old Dominion Freight Line, Inc.",0.28,0.26,181.97,179.88,62.0,18.98,EQUITY,1.04,0.0057152277,1.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-18,2025-03-05,2025-04-22,2025-03-19,2025-03-04,Reflecting a 7.692307692307709% increase., ODFL first paid dividend 8 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 27.67%
WTKWY,Wolters Kluwer N.V.,0.6,0.907,180.23,181.5,134.0,48.299998,EQUITY,2.19,0.012151141,2.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-09-25,2024-08-28,2025-02-26,2024-09-26,2024-08-27,Reflecting a 0.6615214994487321% cut., WTKWY first paid dividend 24 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -37.41%
CAIXY,Caixabank SA,0.0475,0.054,2.23,2.31,872.0000000000001,71.26,EQUITY,0.435,0.19506726,0.19,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-11-21,2024-11-12,2025-04-28,2024-11-22,2024-11-11,Reflecting a 0.8796296296296297% cut., CAIXY first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -61.97%
A,"Agilent Technologies, Inc.",0.2475,0.248,135.28,134.18,74.0,21.310000000000002,EQUITY,0.944,0.0069781197,0.99,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-22,2025-04-01,2025-02-26,2025-04-23,2025-03-31,Reflecting a 0.9979838709677419% cut., A first paid dividend 14 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 6.62%
CCI,Crown Castle Inc.,1.565,1.565,92.56,93.33,671.0,221.99000999999998,EQUITY,6.26,0.06763181,6.26,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-30,2024-12-13,2025-03-12,2024-12-31,2024-12-12,This is line with previous dividend., CCI first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
VRSK,"Verisk Analytics, Inc.",0.39,0.39,297.01,299.72,52.0,23.3,EQUITY,1.51,0.005084004,1.56,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-30,2024-12-13,2025-02-26,2024-12-31,2024-12-12,This is line with previous dividend., VRSK first paid dividend 6 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 7.63%
VLO,Valero Energy Corporation,1.13,1.13,135.06,133.66,338.0,49.88,EQUITY,4.28,0.03168962,4.52,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-02,2025-01-30,2025-04-23,2025-03-03,2025-01-29,This is line with previous dividend., VLO first paid dividend 40 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 2.89%
F,Ford Motor Company,0.1875,0.3,9.35,9.42,802.0,41.099998,EQUITY,0.6,0.06417112,0.75,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-02,2025-02-18,2025-04-22,2025-03-03,2025-02-17,Reflecting a 0.625% cut., F first paid dividend 48 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 100.00%
GRMN,Garmin Ltd.,0.9,0.75,222.81,226.04,159.0,40.82,EQUITY,3.0,0.013464387,3.6,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-27,2025-03-13,2025-04-29,2025-03-28,2025-03-12,Reflecting a 19.999999999999996% increase., GRMN first paid dividend 22 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 2.74%
LHX,"L3Harris Technologies, Inc.",1.16,1.16,199.85,203.97,227.0,58.959996999999994,EQUITY,4.64,0.023217412,4.64,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-05,2024-11-18,2025-04-23,2024-12-06,2024-11-17,This is line with previous dividend., LHX first paid dividend 43 years ago but dividends are growing only for 23 years. Dividend Growth Rate for last 5 years is 6.42%
STZ,"Constellation Brands, Inc.",1.01,1.01,178.97,178.02,225.99999999999997,104.52999999999999,EQUITY,3.92,0.021903113,4.04,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-20,2025-02-07,2025-04-09,2025-02-21,2025-02-06,This is line with previous dividend., STZ first paid dividend 11 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 7.37%
GLW,Corning Incorporated,0.28,0.28,50.78,49.67,225.0,193.10001,EQUITY,1.12,0.022055928,1.12,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-27,2025-02-28,2025-04-28,2025-03-28,2025-02-27,This is line with previous dividend., GLW first paid dividend 38 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 4.94%
KVUE,Kenvue Inc.,0.205,0.205,23.3,23.37,351.0,150.0,EQUITY,0.81,0.03476395,0.82,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-25,2025-02-12,2025-05-05,2025-02-26,2025-02-11,This is line with previous dividend., KVUE first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 2.50%
TRGP,"Targa Resources, Inc.",0.75,0.75,198.47,194.92,154.0,47.910000000000004,EQUITY,3.0,0.015115635,3.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-13,2025-01-31,2025-04-30,2025-02-14,2025-01-30,This is line with previous dividend., TRGP first paid dividend 15 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 22.47%
AEM,Agnico Eagle Mines Limited,0.4,0.4,97.49,96.85,164.0,42.330003,EQUITY,1.6,0.01641194,1.6,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-13,2025-02-28,2025-04-23,2025-03-14,2025-02-27,This is line with previous dividend., AEM first paid dividend 35 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 3.39%
DNZOY,Denso Corp.,0.1,0.042563,12.75,12.71,312.0,38.09,EQUITY,0.0,0.0,0.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-12-10,2024-09-30,2025-04-23,2019-12-11,2024-09-29,Reflecting a 134.94584498273153% increase., DNZOY first paid dividend 1 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 0.00%
SVNDY,"Seven & I Holdings Co., Ltd.",0.065,0.098,15.75,16.03,163.0,90.709996,EQUITY,114.167,7.248698,0.26,"Payout Ratio falls within the ""high risk"" range (>75%).",2019-12-01,2024-08-30,2025-04-08,2019-12-02,2024-08-29,Reflecting a 0.6632653061224489% cut., SVNDY first paid dividend 1 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 0.00%
LYG,Lloyds Banking Group Plc,0.0375,0.055,3.4,3.55,417.0,47.11,EQUITY,0.032,0.009411765,0.15,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-09-19,2024-08-05,2025-02-20,2024-09-20,2024-08-04,Reflecting a 0.6818181818181818% cut., LYG first paid dividend 17 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -40.86%
FAST,Fastenal Company,0.43,0.43,74.78,74.6,231.0,78.0,EQUITY,1.56,0.020861192,1.72,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-27,2025-01-31,2025-04-11,2025-02-28,2025-01-30,This is line with previous dividend., FAST first paid dividend 35 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 11.32%
NWG,NatWest Group plc,0.135,0.154,11.32,11.8,461.00000000000006,33.290002,EQUITY,0.215,0.018992934,0.54,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-27,2025-03-14,2025-05-02,2025-04-28,2025-03-13,Reflecting a 0.8766233766233766% cut., NWG first paid dividend 8 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -46.90%
AME,"AMETEK, Inc.",0.31,0.28,185.78,186.95,66.0,18.89,EQUITY,1.12,0.006028636,1.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-30,2025-03-14,2025-04-30,2025-03-31,2025-03-13,Reflecting a 10.714285714285698% increase., AME first paid dividend 41 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 9.24%
CRARY,Credit Agricole SA,0.1425,0.566,8.14,8.23,703.0,49.78,EQUITY,1.1,0.13513513,0.57,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-06-16,2024-05-28,2025-04-30,2024-06-17,2024-05-27,Reflecting a 0.25176678445229683% cut., CRARY first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
