symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
SNY| Sanofi |2.04|54.91|55.82|3.65|85.7|EQUITY|2.037|2024-05-09| Payout Ratio falls within the  high risk  range (>75%). |2024-05-09|2024-06-05|2025-04-24|2024-06-06|2024-05-08| This is line with previous dividend. | SNY dividend growth is zero. 
ADP| Automatic Data Processing  Inc. |6.16|305.43|300.83|2.05|59.85|EQUITY|1.54|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-31|2025-04-29|2025-04-01|2025-03-13| This is line with previous dividend. |  ADP first paid dividend 43 years ago but dividends are growing only for 24 years. Dividend Growth Rate for last 5 years is 11.10% 
BMY| Bristol-Myers Squibb Company |2.48|58.9|60.02|4.13|59.84|EQUITY|0.62|2025-01-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-04|2025-04-30|2025-04-24|2025-05-01|2025-04-03| This is line with previous dividend. |  BMY first paid dividend 54 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 6.62% 
DE| Deere & Company |6.48|479.72|465.31|1.39|26.71|EQUITY|1.62|2024-12-31| Payout Ratio falls within the  low risk  range (<35%). |2025-03-31|2025-05-07|2025-05-14|2025-05-08|2025-03-30| This is line with previous dividend. | DE dividend growth is zero. 
GILD| Gilead Sciences  Inc. |3.16|111.16|111.79|2.83|810.53|EQUITY|0.79|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-27|2025-04-24|2025-03-28|2025-03-13| This is line with previous dividend. |  GILD first paid dividend 11 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 3.04% 
LMT| Lockheed Martin Corporation |13.2|442.28|441.49|2.99|57.15|EQUITY|3.3|2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-03|2025-03-27|2025-04-21|2025-03-28|2025-03-02| This is line with previous dividend. |  LMT first paid dividend 42 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 6.58% 
CB| Chubb Limited |3.64|298.36|296.44|1.23|15.81|EQUITY|0.91|2024-12-13| Payout Ratio falls within the  low risk  range (<35%). |2025-03-14|2025-04-03|2025-04-21|2025-04-04|2025-03-13| This is line with previous dividend. | CB dividend growth is zero. 
NKE| Nike  Inc. |1.6|65.8|63.29|2.53|51.16|EQUITY|0.4|2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-03|2025-03-31|2025-06-25|2025-04-01|2025-03-02| This is line with previous dividend. |  NKE first paid dividend 39 years ago but dividends are growing only for 31 years. Dividend Growth Rate for last 5 years is 10.30% 
ADI| Analog Devices  Inc. |3.96|208.94|201.56|1.96|117.57|EQUITY|0.99|2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |2025-03-04|2025-03-16|2025-05-20|2025-03-17|2025-03-03| This is line with previous dividend. |  ADI first paid dividend 23 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 9.81% 
UPS| United Parcel Service  Inc. |6.56|111.01|109.66|5.98|96.59|EQUITY|1.64|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-05|2025-04-21|2025-03-06|2025-02-17| This is line with previous dividend. |  UPS first paid dividend 27 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 10.18% 
SBUX| Starbucks Corporation |2.44|98.85|97.73|2.5|74.84|EQUITY|0.61|2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-14|2025-02-27|2025-04-28|2025-02-28|2025-02-13| This is line with previous dividend. |  SBUX first paid dividend 16 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 8.27% 
IBN| ICICI Bank Limited |0.24|31.31|31.38|0.76|14.61|EQUITY|0.239|2024-08-12| Payout Ratio falls within the  low risk  range (<35%). |2024-08-12|2024-09-05|2025-04-25|2024-09-06|2024-08-11| This is line with previous dividend. | IBN dividend growth is zero. 
MMC| Marsh & McLennan Companies  Inc |3.26|243.41|242.39|1.34|37.29|EQUITY|0.815|2025-01-30| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-03|2025-05-14|2025-04-17|2025-05-15|2025-04-02| This is line with previous dividend. |  MMC first paid dividend 43 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 12.36% 
MDT| Medtronic plc. |2.8|88.28|87.63|3.2|85.06|EQUITY|0.7|2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-28|2025-04-10|2025-05-21|2025-04-11|2025-03-27| This is line with previous dividend. |  MDT first paid dividend 44 years ago but dividends are growing only for 20 years. Dividend Growth Rate for last 5 years is 3.83% 
MRVL| Marvell Technology  Inc. |0.24|64.86|62.04|0.39|11.01|EQUITY|0.06|2025-01-10| Payout Ratio falls within the  low risk  range (<35%). |2025-04-11|2025-04-30|2025-05-28|2025-05-01|2025-04-10| This is line with previous dividend. | MRVL dividend growth is zero. 
UBS| UBS Group AG Registered |0.9|31.91|31.56|2.85|46.05|EQUITY|0.7|2024-04-30| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-16|2025-04-16|2025-04-29|2025-04-17|2025-04-15| This is line with previous dividend. | UBS dividend growth is zero. 
MU| Micron Technology  Inc. |0.46|91.16|88.44|0.52|11.0|EQUITY|0.115|2024-12-30| Payout Ratio falls within the  low risk  range (<35%). |2025-03-31|2025-04-14|2025-06-24|2025-04-15|2025-03-30| This is line with previous dividend. | MU dividend growth is zero. 
PLD| Prologis  Inc. |4.04|110.75|110.45|3.66|95.76|EQUITY|1.01|2025-03-18| Payout Ratio falls within the  high risk  range (>75%). |2025-03-18|2025-03-30|2025-04-16|2025-03-31|2025-03-17| This is line with previous dividend. |  PLD first paid dividend 29 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 11.73% 
BUD| Anheuser-Busch Inbev SA Sponsor |1.05|62.14|62.04|1.69|30.5|EQUITY|0.872|2024-05-03| Payout Ratio falls within the  low risk  range (<35%). |2025-05-06|2024-06-06|2025-05-06|2024-06-07|2025-05-05| This is line with previous dividend. | BUD dividend growth is zero. 
GEV| GE Vernova Inc. |1.0|303.0|302.93|0.33|4.48|EQUITY|0.25|2024-12-20| Payout Ratio falls within the  low risk  range (<35%). |2024-12-20|2025-01-27|2025-04-23|2025-01-28|2024-12-19| This is line with previous dividend. | GEV dividend growth is zero. 
RIO| Rio Tinto Plc |4.02|62.34|61.03|6.59|61.51|EQUITY|2.25|2025-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-07|2025-04-16|2025-02-19|2025-04-17|2025-03-06| This is line with previous dividend. |  RIO first paid dividend 36 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 27.12% 
LRCX| Lam Research Corporation |0.92|74.81|72.61|1.27|26.14|EQUITY|0.23|2025-03-05| Payout Ratio falls within the  low risk  range (<35%). |2025-03-05|2025-04-08|2025-04-22|2025-04-09|2025-03-04| This is line with previous dividend. | LRCX dividend growth is zero. 
APO| Apollo Global Management  Inc.  |1.85|142.03|136.96|1.35|24.8|EQUITY|0.463|2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |2025-02-18|2025-02-27|2025-04-30|2025-02-28|2025-02-17| This is line with previous dividend. |  APO first paid dividend 15 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 3.77% 
ENB| Enbridge Inc |2.61|44.36|44.46|5.86|156.41|EQUITY|0.651|2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |2025-02-14|2025-02-28|2025-05-09|2025-03-01|2025-02-13| This is line with previous dividend. | ENB dividend growth is zero. 
INFY| Infosys Limited |0.5|18.67|18.17|2.74|73.86|EQUITY|0.25|2024-10-29| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-10-29|2024-11-11|2025-04-17|2024-11-12|2024-10-28| This is line with previous dividend. | INFY dividend growth is zero. 
AIQUY| L'Air Liquide SA |0.63|38.05|38.07|1.65|50.83|EQUITY|0.681|2024-05-16| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-05-16|2024-06-13|2025-02-21|2024-06-14|2024-05-15| This is line with previous dividend. | AIQUY dividend growth is zero. 
TD| Toronto Dominion Bank (The) |2.93|60.96|60.29|4.86|87.08|EQUITY|0.724|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |2025-04-10|2025-04-29|2025-05-22|2025-04-30|2025-04-09| This is line with previous dividend. | TD dividend growth is zero. 
EQIX| Equinix  Inc. |18.76|825.31|803.0|2.34|200.47|EQUITY|4.69|2025-02-26| Payout Ratio falls within the  high risk  range (>75%). |2025-02-26|2025-03-18|2025-05-06|2025-03-19|2025-02-25| This is line with previous dividend. |  EQIX first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 10.09% 
SO| Southern Company (The) |2.88|90.03|91.13|3.16|71.68|EQUITY|0.72|2025-02-18| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-18|2025-03-05|2025-05-01|2025-03-06|2025-02-17| This is line with previous dividend. |  SO first paid dividend 44 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 2.38% 
MO| Altria Group  Inc. |4.08|58.3|58.15|7.02|61.16|EQUITY|1.02|2025-03-25| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-25|2025-04-29|2025-04-29|2025-04-30|2025-03-24| This is line with previous dividend. |  MO first paid dividend 64 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 3.96% 
INTC| Intel Corporation |0.5|23.62|22.71|2.24|208.33|EQUITY|0.125|2024-08-07| Payout Ratio falls within the  high risk  range (>75%). |2024-08-07|2024-08-31|2025-04-23|2024-09-01|2024-08-06| This is line with previous dividend. | INTC dividend growth is zero. 
KLAC| KLA Corporation |6.8|700.0|673.704|1.01|25.46|EQUITY|1.7|2025-02-24| Payout Ratio falls within the  low risk  range (<35%). |2025-02-24|2025-03-03|2025-04-23|2025-03-04|2025-02-23| This is line with previous dividend. |  KLAC first paid dividend 21 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 14.87% 
BN| Brookfield Corporation |0.36|54.14|51.85|0.69|103.23|EQUITY|0.09|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-30|2025-05-07|2025-03-31|2025-03-13| This is line with previous dividend. |  BN first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 13.39% 
MCO| Moody's Corporation |3.76|468.98|461.38|0.81|30.2|EQUITY|0.94|2025-02-25| Payout Ratio falls within the  low risk  range (<35%). |2025-02-25|2025-03-13|2025-04-30|2025-03-14|2025-02-24| This is line with previous dividend. |  MCO first paid dividend 26 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 10.91% 
ELV| Elevance Health  Inc. |6.84|431.95|432.0|1.58|25.39|EQUITY|1.71|2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |2025-03-10|2025-03-24|2025-04-16|2025-03-25|2025-03-09| This is line with previous dividend. |  ELV first paid dividend 15 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 12.47% 
CFRUY| Compagnie Financiere Richemont  |0.32|17.88|17.92|1.8|49.78|EQUITY|0.323|2024-09-20| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-09-20|2024-10-07|2025-05-16|2024-10-08|2024-09-19| This is line with previous dividend. | CFRUY dividend growth is zero. 
ICE| Intercontinental Exchange Inc. |1.92|176.36|174.71|1.1|37.66|EQUITY|0.48|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-06-13|2025-03-30|2025-04-30|2025-03-31|2025-06-12| This is line with previous dividend. |  ICE first paid dividend 13 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 9.86% 
AMT| American Tower Corporation (REI |6.8|214.04|215.56|3.15|118.38|EQUITY|1.62|2024-12-27| Payout Ratio falls within the  high risk  range (>75%). |2025-04-11|2025-04-27|2025-04-28|2025-04-28|2025-04-10| This is line with previous dividend. | AMT dividend growth is zero. 
TT| Trane Technologies plc |3.76|346.6|332.0|1.13|29.6|EQUITY|0.84|2024-09-06| Payout Ratio falls within the  low risk  range (<35%). |2025-03-07|2025-03-30|2025-04-28|2025-03-31|2025-03-06| This is line with previous dividend. | TT dividend growth is zero. 
SHW| Sherwin-Williams Company (The) |3.16|345.65|339.75|0.93|27.11|EQUITY|0.79|2025-03-03| Payout Ratio falls within the  low risk  range (<35%). |2025-03-03|2025-03-13|2025-04-21|2025-03-14|2025-03-02| This is line with previous dividend. |  SHW first paid dividend 41 years ago but dividends are growing only for 23 years. Dividend Growth Rate for last 5 years is 12.08% 
RELX| RELX PLC PLC |0.8|50.07|50.16|1.59|58.73|EQUITY|0.234|2024-08-02| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-05-09|2025-06-24|2025-02-13|2025-06-25|2025-05-08| This is line with previous dividend. | RELX dividend growth is zero. 
APH| Amphenol Corporation |0.66|68.17|66.59|0.99|28.65|EQUITY|0.165|2025-03-18| Payout Ratio falls within the  low risk  range (<35%). |2025-03-18|2025-04-08|2025-04-23|2025-04-09|2025-03-17| This is line with previous dividend. |  APH first paid dividend 21 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 21.43% 
DELL| Dell Technologies Inc. |2.1|97.1|92.29|2.28|27.9|EQUITY|0.445|2025-01-22| Payout Ratio falls within the  low risk  range (<35%). |2025-04-22|2025-05-01|2025-05-28|2025-05-02|2025-04-21| This is line with previous dividend. |  DELL first paid dividend 4 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.67% 
DUK| Duke Energy Corporation (Holdin |4.18|117.65|119.41|3.5|72.63|EQUITY|1.045|2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-14|2025-03-16|2025-05-05|2025-03-17|2025-02-13| This is line with previous dividend. |  DUK first paid dividend 43 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 2.03% 
CME| CME Group Inc. |10.8|261.85|262.22|4.12|107.55|EQUITY|1.25|2025-03-07| Payout Ratio falls within the  high risk  range (>75%). |2025-03-07|2025-03-25|2025-04-23|2025-03-26|2025-03-06| This is line with previous dividend. | CME dividend growth is zero. 
PH| Parker-Hannifin Corporation |6.52|626.26|601.43|1.08|26.31|EQUITY|1.63|2025-02-07| Payout Ratio falls within the  low risk  range (<35%). |2025-02-07|2025-03-06|2025-05-01|2025-03-07|2025-02-06| This is line with previous dividend. |  PH first paid dividend 41 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 13.12% 
BTI| British American Tobacco  Indus |3.0|40.4409|40.51|7.4|171.81|EQUITY|0.749|2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |2025-06-27|2026-02-08|2025-02-13|2026-02-09|2025-06-26| This is line with previous dividend. |  BTI first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 3.37% 
WM| Waste Management  Inc. |3.3|229.02|227.92|1.45|44.05|EQUITY|0.825|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-27|2025-04-28|2025-03-28|2025-03-13| This is line with previous dividend. |  WM first paid dividend 28 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 8.65% 
BP| BP p.l.c. |1.92|34.41|33.86|5.67|1316.38|EQUITY|0.48|2025-02-21| Payout Ratio falls within the  high risk  range (>75%). |2025-02-21|2025-03-27|2025-04-29|2025-03-28|2025-02-20| This is line with previous dividend. |  BP first paid dividend 64 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 11.10% 
MDLZ| Mondelez International  Inc. |1.88|67.5|67.72|2.78|52.34|EQUITY|0.47|2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-31|2025-04-13|2025-04-28|2025-04-14|2025-03-30| This is line with previous dividend. | MDLZ dividend growth is zero. 
CEG| Constellation Energy Corporatio |1.55|209.2|205.39|0.76|11.86|EQUITY|0.388|2025-03-07| Payout Ratio falls within the  low risk  range (<35%). |2025-03-07|2025-03-17|2025-05-08|2025-03-18|2025-03-06| This is line with previous dividend. |  CEG first paid dividend 4 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 40.13% 
WELL| Welltower Inc. |2.68|149.92|153.42|1.75|160.0|EQUITY|0.67|2025-02-25| Payout Ratio falls within the  high risk  range (>75%). |2025-02-25|2025-03-05|2025-04-28|2025-03-06|2025-02-24| This is line with previous dividend. |  WELL first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 9.84% 
