symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,message,DividendDate,DividendDate.1,ExDividendDate,ExDividendDate.1,EarningsDate,payoutdate,buy_date,hist,insight
NWOEF,NEW ORIENTAL ED & TECHNOLOGY GP,0.06,0.06,0.0,8.81131,,0.0,EQUITY,"NWOEF does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,NWOEF has just started to pay dividends.
TAX,Cambria Tax Aware ETF,0.057,0.057,22.9673,23.0563,,0.0,EQUITY,"TAX does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,TAX has just started to pay dividends.
GNL-PB,"Global Net Lease, Inc. 6.875% S",0.429688,0.429688,21.61,21.5881,7.96,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-04,2025-04-04,2025-05-05,2025-04-15,2025-04-03,This is in line with the previous dividend.,"GNL-PB started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
GNL-PD,"Global Net Lease, Inc. 7.50% Se",0.46875,0.46875,23.59,23.41,8.01,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-04,2025-04-04,2025-05-05,2025-04-15,2025-04-03,This is in line with the previous dividend.,"GNL-PD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
GNL-PE,"Global Net Lease, Inc. 7.375% S",0.460938,0.460938,22.7691,22.94,8.04,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-04,2025-04-04,2025-05-05,2025-04-15,2025-04-03,This is in line with the previous dividend.,"GNL-PE started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
SSSSL,SuRo Capital Corp. - 6.00% Note,0.375,0.375,24.35,,,0.0,EQUITY,"SSSSL does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"SSSSL started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
CPPTL,COPPER PROPERTY CTL PASS THROUG,0.097712,0.097712,12.88,12.9225,,0.0,EQUITY,"CPPTL does not have available dividend date information.
",,,,,,,,Reflecting a 15.35% increase.,CPPTL has just started to pay dividends.
VFLEX,The Relative Value Fund - CIA C,0.158,0.158,,,,0.0,MUTUALFUND,"VFLEX does not have available dividend date information.
",,,,,,,,Reflecting a -0.63% cut.,VFLEX has just started to pay dividends.
ABLLL,"Abacus Global Management, Inc. ",0.617,0.617,24.43,,,0.0,EQUITY,"ABLLL does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,ABLLL has just started to pay dividends.
HMLPF,Hoegh LNG Partners LP,0.547,0.547,0.0,16.9,,0.0,EQUITY,"HMLPF does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,HMLPF has just started to pay dividends.
SYF-PB,Synchrony Financial Depositary ,0.515625,0.515625,25.02,25.05,8.23,0.0,EQUITY,,2025-02-17,2025-02-17,2025-02-03,2025-02-03,2025-04-22,2025-02-18,2025-02-02,This is in line with the previous dividend.,SYF-PB has just started to pay dividends.
SYF-PA,Synchrony Financial Depositary ,0.351563,0.351563,17.63,17.65,7.8,0.0,EQUITY,,2025-02-17,2025-02-17,2025-02-03,2025-02-03,2025-04-22,2025-02-18,2025-02-02,This is in line with the previous dividend.,"SYF-PA started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
FTAIN,FTAI Aviation Ltd. - 8.25% Fixe,0.516,0.516,25.25,25.25,8.17,0.0,EQUITY,,2025-03-16,2025-03-16,2025-03-10,2025-03-10,2025-04-23,2025-03-17,2025-03-09,This is in line with the previous dividend.,"FTAIN started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.03%."
FTAIM,FTAI Aviation Ltd. - 9.500% Fix,0.594,0.594,25.83,25.92,9.16,0.0,EQUITY,,2025-03-16,2025-03-16,2025-03-10,2025-03-10,2025-04-23,2025-03-17,2025-03-09,This is in line with the previous dividend.,"FTAIM started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
NEWTG,"NewtekOne, Inc. - 8.50% Fixed R",0.531,0.531,24.89,,,0.0,EQUITY,"NEWTG does not have available dividend date information.
",,,,,,,,Reflecting a -1.13% cut.,NEWTG has just started to pay dividends.
NEWTZ,"NewtekOne, Inc. - 5.50% Notes D",0.344,0.344,24.79,,,0.0,EQUITY,"NEWTZ does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"NEWTZ started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
PRIF-PI,"Priority Income Fund, Inc. 6.12",0.38281,0.38281,23.42,23.4559,6.92,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PI started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PH,"Priority Income Fund, Inc. 6.00",0.375,0.375,24.99,25.0,6.68,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PH started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PF,"Priority Income Fund, Inc. 6.62",0.41406,0.41406,24.73,24.7405,7.09,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PF started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.21%."
PRIF-PD,"Priority Income Fund, Inc. 7.00",0.4375,0.4375,24.3999,24.3087,7.8,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PD started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
PRIF-PL,"Priority Income Fund, Inc. 6.37",0.39844,0.39844,23.57,23.37,7.26,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PL started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -9.14%."
PRIF-PK,"Priority Income Fund, Inc. 7.00",0.4375,0.4375,22.812,22.9362,9.0,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"PRIF-PK started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
PRIF-PJ,"Priority Income Fund, Inc. 6.00",0.375,0.375,23.14,23.07,,0.0,EQUITY,"PRIF-PJ does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"PRIF-PJ started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
IHICF,IHI CORPORATION,0.345,0.345,0.0,19.5,,32.7,EQUITY,,2015-12-03,2015-12-03,2025-03-28,2025-03-28,2025-05-06,2015-12-04,2025-03-27,Reflecting a 4.06% increase.,IHICF has just started to pay dividends.
CGABL,The Carlyle Group Inc. - 4.625%,0.289,0.289,17.4,,,0.0,EQUITY,"CGABL does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,CGABL has just started to pay dividends.
CICB,CION Investment Corporation 7.5,0.469,0.469,24.94,24.94,,0.0,EQUITY,"CICB does not have available dividend date information.
",,,,,,,,Reflecting a 2.35% increase.,CICB has just started to pay dividends.
CGBDL,"Carlyle Secured Lending, Inc. -",0.513,0.513,25.74,,,0.0,EQUITY,"CGBDL does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,CGBDL has just started to pay dividends.
VCRRX,Versus Capital Real Assets Fund,0.21,0.21,,,,0.0,MUTUALFUND,"VCRRX does not have available dividend date information.
",,,,,,,,Reflecting a 9.52% increase.,"VCRRX started paying dividends 8 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 1.49%."
METCL,"Ramaco Resources, Inc. - 9.00% ",0.563,0.563,25.62,,,0.0,EQUITY,"METCL does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"METCL started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
METCB,,,,,,,,,"METCB does not have available dividend rate information.
METCB does not have recent dividend history.
",2025-03-13,2025-03-13,2025-05-30,2025-05-30,2025-05-06,2025-03-14,2025-05-29,,METCB has never paid dividends.
GECCO,Great Elm Capital Corp. - 5.875,0.367,0.367,25.0,,,0.0,EQUITY,"GECCO does not have available dividend date information.
",,,,,,,,Reflecting a -1.09% cut.,GECCO has just started to pay dividends.
GECCH,Great Elm Capital Corp. - 8.125,0.508,0.508,24.99,,,0.0,EQUITY,"GECCH does not have available dividend date information.
",,,,,,,,Reflecting a -13.39% cut.,GECCH has just started to pay dividends.
GECCI,Great Elm Capital Corp. - 8.50%,0.531,0.531,25.18,,,0.0,EQUITY,"GECCI does not have available dividend date information.
",,,,,,,,Reflecting a -1.13% cut.,GECCI has just started to pay dividends.
TRTN-PE,Triton International Limited 5.,0.359375,0.359375,19.3,19.43,7.4,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"TRTN-PE started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PD,Triton International Limited 6.,0.429688,0.429688,22.64,22.75,7.55,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"TRTN-PD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PC,Triton International Limited 7.,0.460938,0.460938,24.12,24.04,7.67,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"TRTN-PC started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
TRTN-PB,Triton International Limited 8.,0.5,0.5,25.15,25.15,7.95,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"TRTN-PB started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
ATGPF,ALTAGAS LTD 5% CUM RED 5 YR RAT,0.13371788,0.13371788,0.0,13.85,4.1,0.0,EQUITY,,2024-03-27,2024-03-27,2025-03-17,2025-03-17,2025-03-07,2024-03-28,2025-03-16,This is in line with the previous dividend.,ATGPF has just started to pay dividends.
ATGAF,,0.26293513,0.26293513,0.0,,,0.0,EQUITY,"ATGAF does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"ATGAF started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 7.24%."
PDSKX,Principal Diversified Select Re,0.267,0.267,,,,0.0,MUTUALFUND,"PDSKX does not have available dividend date information.
",,,,,,,,Reflecting a 49.81% increase.,PDSKX has just started to pay dividends.
CCLFX,Cliffwater Corporate Lending Fu,0.3,0.3,,,,0.0,MUTUALFUND,"CCLFX does not have available dividend date information.
",,,,,,,,Reflecting a 0.33% increase.,CCLFX has just started to pay dividends.
EIOAX,Ellington Income Opportunities ,0.494,0.494,,,,0.0,MUTUALFUND,"EIOAX does not have available dividend date information.
",,,,,,,,Reflecting a 85.83% increase.,EIOAX has just started to pay dividends.
OWSCX,1WS Credit Income Fund,0.4,0.4,,,,0.0,MUTUALFUND,"OWSCX does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,OWSCX has just started to pay dividends.
CEDAX,Destra International & Event-Dr,1.127,1.127,,,,0.0,MUTUALFUND,"CEDAX does not have available dividend date information.
",,,,,,,,Reflecting a 72.58% increase.,CEDAX has just started to pay dividends.
XALCX,BNY Mellon Alcentra Global Mult,2.0,2.0,,,,0.0,MUTUALFUND,"XALCX does not have available dividend date information.
",,,,,,,,Reflecting a -292.50% cut.,XALCX has just started to pay dividends.
LFT-PA,"Lument Finance Trust, Inc. 7.87",0.492188,0.492188,22.3478,22.686,8.62,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-05-07,2025-04-15,2025-03-31,This is in line with the previous dividend.,"LFT-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.48%."
VIASP,"Via Renewables, Inc. - 8.75% Se",0.696,0.696,23.4637,24.05,12.2,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-02-26,2025-04-15,2025-03-31,Reflecting a -3.16% cut.,VIASP has just started to pay dividends.
FCRX,"Crescent Capital BDC, Inc. 5.00",0.313,0.313,24.7,24.8,,0.0,EQUITY,"FCRX does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"FCRX started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -7.85%."
BHFAO,"Brighthouse Financial, Inc. - D",0.422,0.422,19.97,19.99,8.44,0.0,EQUITY,,2025-03-24,2025-03-24,2025-03-10,2025-03-10,2025-05-05,2025-03-25,2025-03-09,This is in line with the previous dividend.,"BHFAO started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.64%."
BHFAN,"Brighthouse Financial, Inc. - d",0.336,0.336,15.74,15.7,8.56,0.0,EQUITY,,2025-03-24,2025-03-24,2025-03-10,2025-03-10,2025-05-05,2025-03-25,2025-03-09,This is in line with the previous dividend.,"BHFAN started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
BHFAM,"Brighthouse Financial, Inc. - D",0.289,0.289,13.87,14.01,8.25,0.0,EQUITY,,2025-03-24,2025-03-24,2025-03-10,2025-03-10,2025-05-05,2025-03-25,2025-03-09,This is in line with the previous dividend.,"BHFAM started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
NICHX,Variant Alternative Income Fund,0.831,0.831,,,,0.0,MUTUALFUND,"NICHX does not have available dividend date information.
",,,,,,,,Reflecting a 25.03% increase.,NICHX has just started to pay dividends.
CRSLF,,0.24262208,0.24262208,0.0,21.49,,0.0,EQUITY,"CRSLF does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"CRSLF started paying dividends 12 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 16.26%."
TFINP,"Triumph Financial, Inc. - Depos",0.445,0.445,21.68,21.8,8.17,0.0,EQUITY,,2025-03-29,2025-03-29,2025-03-14,2025-03-14,2025-04-15,2025-03-30,2025-03-13,This is in line with the previous dividend.,"TFINP started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -14.95%."
YKLTF,YAKULT HONSHA CO,0.21350414,0.21350414,0.0,19.97,2.13,35.45,EQUITY,,2018-12-05,2018-12-05,2025-03-28,2025-03-28,2025-05-11,2018-12-06,2025-03-27,This is in line with the previous dividend.,"YKLTF started paying dividends 15 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 19.74%."
BEPJ,Brookfield BRP Holdings (Canada,0.453,0.453,24.09,,,0.0,EQUITY,"BEPJ does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,BEPJ has just started to pay dividends.
BRENF,BROOKFIELD RENEWABLE PARTNERS L,0.24034259,0.24034259,0.0,15.94,6.07,0.0,EQUITY,,2021-10-31,2021-10-31,2025-04-15,2025-04-15,2025-05-01,2021-11-01,2025-04-14,This is in line with the previous dividend.,"BRENF started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
BEP-PA,Brookfield Renewable Partners L,0.328125,0.328125,17.66,18.0201,6.69,0.0,EQUITY,,2025-04-29,2025-04-29,2025-04-15,2025-04-15,2025-05-01,2025-04-30,2025-04-14,This is in line with the previous dividend.,"BEP-PA started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -10.53%."
BEPI,Brookfield BRP Holdings (Canada,0.305,0.305,15.81,,,0.0,EQUITY,"BEPI does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"BEPI started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -13.85%."
BEPH,Brookfield BRP Holdings (Canada,0.289,0.289,14.67,,,0.0,EQUITY,"BEPH does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"BEPH started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -3.77%."
LARAX,Lord Abbett Credit Opportunitie,0.06,0.06,,,,0.0,MUTUALFUND,"LARAX does not have available dividend date information.
",,,,,,,,Reflecting a -6.67% cut.,LARAX has just started to pay dividends.
FGBIP,"First Guaranty Bancshares, Inc.",0.422,0.422,19.0,18.85,8.95,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-14,2025-02-14,2025-04-28,2025-03-03,2025-02-13,This is in line with the previous dividend.,"FGBIP started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 27.64%."
OFSSH,OFS Capital Corporation - 4.95%,0.309,0.309,22.77,,,0.0,EQUITY,"OFSSH does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"OFSSH started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
